Unnamed: 0,ID,year,loan_limit,Gender,approv_in_adv,loan_type,loan_purpose,Credit_Worthiness,open_credit,business_or_commercial,loan_amount,rate_of_interest,Interest_rate_spread,Upfront_charges,term,Neg_ammortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,Secured_by,total_units,income,credit_type,Credit_Score,co-applicant_credit_type,age,submission_of_application,LTV,Region,Security_Type,Status
134316,159206,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,456500,3.99,0.3016,8000.0,360.0,not_neg,not_int,not_lpsm,718000.0,sb,pr,home,1U,12240.0,CRIF,727,EXP,35-44,to_inst,63.57938719,south,direct,0
119754,144644,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,236500,,,,360.0,not_neg,not_int,not_lpsm,,sb,ir,home,2U,3840.0,EQUI,648,EXP,45-54,to_inst,,south,direct,1
73105,97995,2019,cf,Sex Not Available,pre,type3,p1,l1,nopc,nob/c,196500,2.99,-0.5238,716.64,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,3060.0,CIB,840,CIB,45-54,to_inst,104.5212766,south,direct,0
7846,32736,2019,cf,Joint,nopre,type3,p4,l1,nopc,nob/c,716500,3.375,-0.2831,0.0,360.0,not_neg,not_int,not_lpsm,768000.0,sb,pr,home,1U,,CIB,698,EXP,55-64,not_inst,93.29427083,central,direct,0
118283,143173,2019,cf,Joint,nopre,type3,p1,l1,nopc,nob/c,256500,,,,360.0,neg_amm,not_int,not_lpsm,258000.0,sb,pr,home,1U,4080.0,CIB,662,EXP,55-64,not_inst,99.41860465,North,direct,1
71660,96550,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,146500,3.99,0.9212,4422.94,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4080.0,CIB,867,EXP,65-74,to_inst,47.56493506,North,direct,0
143881,168771,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,516500,,,,360.0,not_neg,int_only,not_lpsm,,sb,sr,home,1U,8280.0,EQUI,743,EXP,>74,not_inst,,North,direct,1
96721,121611,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,1326500,4.25,0.2407,8364.6,360.0,not_neg,not_int,not_lpsm,1658000.0,sb,pr,home,1U,28860.0,CIB,662,EXP,45-54,not_inst,80.00603136,North,direct,0
115938,140828,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,506500,,,,360.0,not_neg,not_int,not_lpsm,628000.0,sb,pr,home,1U,5040.0,CRIF,566,CIB,55-64,to_inst,80.65286624,south,direct,1
88594,113484,2019,cf,Male,pre,type1,p3,l1,nopc,nob/c,156500,,,,180.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,4020.0,EQUI,762,EXP,55-64,to_inst,,North,direct,1
61695,86585,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,386500,4.0,0.1724,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,6180.0,CRIF,564,CIB,35-44,not_inst,69.26523297,North,direct,0
145170,170060,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,256500,3.625,0.1142,1832.5,360.0,not_neg,int_only,not_lpsm,538000.0,sb,pr,home,1U,2940.0,CRIF,728,CIB,45-54,not_inst,47.67657993,North,direct,0
29011,53901,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,206500,,,,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,2580.0,CRIF,601,CIB,65-74,to_inst,56.11413043,North,direct,1
124951,149841,2019,ncf,Joint,nopre,type1,p1,l1,nopc,nob/c,896500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,15360.0,EQUI,827,EXP,35-44,to_inst,,south,direct,1
61322,86212,2019,cf,Joint,nopre,type2,p1,l1,nopc,b/c,176500,4.125,1.5029,2178.85,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,4380.0,CIB,767,EXP,45-54,to_inst,93.88297872,North,direct,0
24166,49056,2019,cf,Sex Not Available,pre,type1,p3,l1,nopc,nob/c,76500,4.75,1.3261,2750.0,360.0,not_neg,not_int,not_lpsm,238000.0,sb,pr,home,1U,1320.0,CRIF,886,CIB,>74,to_inst,32.14285714,south,direct,0
30802,55692,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,316500,5.5,1.2988,9470.04,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,8640.0,CIB,572,CIB,45-54,not_inst,77.57352941,North,direct,0
86347,111237,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,166500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,0.0,EQUI,649,EXP,45-54,to_inst,,North,direct,1
23073,47963,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,76500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2280.0,EQUI,719,EXP,55-64,to_inst,,North,direct,1
107275,132165,2019,cf,Joint,pre,type3,p3,l1,nopc,nob/c,106500,3.125,0.856,3582.5,180.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,7200.0,CIB,808,EXP,45-54,to_inst,56.64893617,south,direct,0
142558,167448,2019,cf,Joint,nopre,type1,p1,l1,nopc,nob/c,656500,4.375,0.4574,3670.26,360.0,not_neg,not_int,not_lpsm,728000.0,sb,pr,home,1U,13080.0,EXP,519,EXP,25-34,not_inst,90.17857143,North,direct,0
94388,119278,2019,ncf,Female,nopre,type1,p3,l1,nopc,nob/c,356500,,,,360.0,not_neg,not_int,not_lpsm,268000.0,sb,pr,home,1U,4380.0,CRIF,629,CIB,35-44,to_inst,133.0223881,south,direct,1
10012,34902,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.222,1680.96,360.0,not_neg,not_int,not_lpsm,378000.0,sb,pr,home,1U,6900.0,CIB,874,CIB,35-44,to_inst,91.66666667,North,direct,0
65254,90144,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,286500,3.625,0.2713,5924.12,360.0,not_neg,not_int,not_lpsm,328000.0,sb,pr,home,1U,3960.0,EXP,667,CIB,25-34,to_inst,87.34756098,south,direct,0
129634,154524,2019,cf,Joint,pre,type1,p4,l1,nopc,nob/c,486500,3.99,0.258,748.88,360.0,not_neg,not_int,not_lpsm,638000.0,sb,pr,home,1U,8700.0,CRIF,522,EXP,35-44,not_inst,76.2539185,North,direct,0
74148,99038,2019,cf,Joint,nopre,type3,p4,l2,nopc,nob/c,556500,4.125,-0.0403,0.0,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,,EXP,836,EXP,55-64,not_inst,97.97535211,North,direct,0
67830,92720,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,376500,4.75,0.7737,3958.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,6600.0,CRIF,623,EXP,55-64,to_inst,74.11417323,North,direct,0
89417,114307,2019,ncf,Joint,pre,type1,p2,l1,opc,nob/c,756500,5.99,1.372,,360.0,not_neg,int_only,not_lpsm,1358000.0,sb,pr,home,1U,20700.0,EXP,514,EXP,45-54,to_inst,55.70692194,North,direct,0
110972,135862,2019,cf,Female,pre,type2,p1,l1,nopc,b/c,196500,3.99,1.3463,3648.3,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,5100.0,CRIF,690,EXP,45-54,to_inst,94.47115385,North,direct,0
11438,36328,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,216500,4.75,0.4716,4542.19,360.0,not_neg,not_int,not_lpsm,288000.0,sb,pr,home,1U,1920.0,CIB,637,EXP,65-74,to_inst,75.17361111,south,direct,0
39662,64552,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.5,-0.2654,252.5,360.0,not_neg,not_int,not_lpsm,258000.0,sb,pr,home,1U,,EXP,772,CIB,45-54,to_inst,80.03875969,North,direct,0
50923,75813,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,296500,3.875,0.2918,0.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,3120.0,CIB,783,CIB,25-34,not_inst,96.26623377,south,direct,0
145541,170431,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,366500,4.875,0.3479,487.43,360.0,neg_amm,not_int,not_lpsm,488000.0,sb,pr,home,1U,5100.0,CRIF,650,CIB,25-34,not_inst,75.10245902,North,direct,0
112268,137158,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,356500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,8220.0,EQUI,524,EXP,25-34,to_inst,,south,direct,1
50871,75761,2019,cf,Male,nopre,type2,p3,l2,nopc,b/c,116500,4.125,0.8487,1420.57,360.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,2280.0,CIB,626,CIB,45-54,to_inst,69.3452381,south,direct,0
33037,57927,2019,cf,Female,pre,type1,p1,l1,nopc,nob/c,216500,4.625,0.9503,1826.54,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4260.0,CIB,738,CIB,45-54,not_inst,87.2983871,North,direct,0
148384,173274,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,336500,4.75,0.1496,2214.76,360.0,not_neg,not_int,not_lpsm,478000.0,sb,pr,home,1U,4560.0,CRIF,550,EXP,55-64,to_inst,70.39748954,North,direct,0
72688,97578,2019,cf,Sex Not Available,nopre,type2,p3,l1,nopc,b/c,356500,4.49,1.0275,2306.74,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,5940.0,CRIF,682,CIB,35-44,to_inst,87.37745098,south,direct,0
1898,26788,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,326500,,,,180.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,7860.0,EXP,721,CIB,25-34,to_inst,96.59763314,North,direct,1
144057,168947,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,226500,4.75,0.521,3796.02,300.0,neg_amm,not_int,not_lpsm,368000.0,sb,pr,home,1U,4500.0,CIB,732,EXP,45-54,to_inst,61.54891304,North,direct,0
140434,165324,2019,cf,Male,pre,type1,p4,l1,nopc,nob/c,586500,3.5,-0.3318,1591.62,360.0,not_neg,not_int,not_lpsm,978000.0,sb,pr,home,1U,7140.0,CIB,772,CIB,65-74,not_inst,59.96932515,south,direct,0
119224,144114,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,526500,4.125,0.8557,8001.4,360.0,not_neg,int_only,not_lpsm,618000.0,sb,pr,home,1U,5520.0,EXP,517,CIB,45-54,not_inst,85.19417476,North,direct,0
135964,160854,2019,cf,Female,nopre,type1,p3,l1,nopc,nob/c,96500,,,,360.0,not_neg,not_int,not_lpsm,208000.0,sb,pr,home,1U,1080.0,CIB,583,CIB,65-74,to_inst,46.39423077,North,direct,1
43418,68308,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,466500,4.375,-0.113,,360.0,neg_amm,not_int,not_lpsm,848000.0,sb,pr,home,1U,7380.0,CIB,538,EXP,45-54,not_inst,55.01179245,North,direct,0
63665,88555,2019,cf,Joint,nopre,type1,p3,l2,nopc,nob/c,456500,3.99,0.0837,14750.0,360.0,not_neg,not_int,not_lpsm,1508000.0,sb,pr,home,1U,6900.0,CRIF,792,EXP,>74,to_inst,30.27188329,North,direct,0
82965,107855,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,166500,,,,360.0,neg_amm,not_int,not_lpsm,,sb,pr,home,1U,2100.0,EQUI,509,EXP,65-74,to_inst,,south,direct,1
130283,155173,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,306500,,,,360.0,not_neg,not_int,not_lpsm,688000.0,sb,pr,home,1U,6180.0,EXP,860,EXP,45-54,not_inst,44.5494186,south,direct,1
19415,44305,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,226500,4.18,0.4992,0.0,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,3780.0,CIB,861,EXP,25-34,not_inst,91.33064516,south,direct,0
85838,110728,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,216500,3.75,0.1511,822.01,360.0,not_neg,not_int,not_lpsm,248000.0,sb,pr,home,1U,4620.0,CRIF,804,CIB,25-34,not_inst,87.2983871,south,direct,0
38572,63462,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,306500,4.375,1.4176,5778.98,360.0,not_neg,int_only,not_lpsm,348000.0,sb,pr,home,1U,8940.0,CIB,677,EXP,25-34,not_inst,88.07471264,North,direct,0
107220,132110,2019,cf,Male,nopre,type2,p1,l1,nopc,b/c,76500,,,,360.0,not_neg,not_int,lpsm,,sb,pr,home,1U,3060.0,EQUI,799,EXP,45-54,to_inst,,North,direct,1
106946,131836,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,196500,,,,360.0,not_neg,not_int,not_lpsm,228000.0,sb,pr,home,1U,3600.0,CRIF,683,EXP,55-64,to_inst,86.18421053,south,direct,1
141907,166797,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,216500,3.625,0.782,6042.5,240.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,5580.0,CIB,580,CIB,45-54,to_inst,70.29220779,south,direct,0
139504,164394,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,396500,3.875,0.2981,0.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,,EXP,562,EXP,55-64,to_inst,97.18137255,south,direct,0
115909,140799,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,596500,3.99,1.1225,0.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,pr,home,1U,,CRIF,754,EXP,45-54,not_inst,98.10855263,south,direct,0
58813,83703,2019,cf,Joint,nopre,type2,p2,l1,nopc,b/c,76500,3.125,0.3989,2156.25,360.0,not_neg,not_int,lpsm,98000.0,sb,pr,home,1U,3060.0,CRIF,765,EXP,25-34,to_inst,78.06122449,North,direct,0
116949,141839,2019,cf,Joint,nopre,type2,p3,l1,nopc,b/c,126500,3.625,1.4543,2759.43,180.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,4200.0,EXP,804,EXP,45-54,to_inst,80.06329114,North,direct,0
88137,113027,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,276500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,5220.0,EQUI,641,EXP,25-34,not_inst,,North,direct,1
81234,106124,2019,cf,Sex Not Available,nopre,type3,p3,l1,nopc,nob/c,206500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,2520.0,EQUI,585,EXP,65-74,to_inst,,south,direct,1
64828,89718,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,436500,4.75,0.3564,11412.41,360.0,not_neg,not_int,not_lpsm,1658000.0,sb,pr,home,1U,5160.0,CRIF,810,EXP,55-64,to_inst,26.32689988,south,direct,0
38241,63131,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,5.25,1.0375,3004.0,360.0,not_neg,int_only,not_lpsm,208000.0,sb,pr,home,1U,3420.0,EXP,734,CIB,55-64,to_inst,80.04807692,North,direct,0
54339,79229,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,276500,2.99,-0.7003,2724.58,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,,CRIF,854,EXP,65-74,to_inst,49.55197133,south,direct,0
66006,90896,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,726500,3.875,0.2285,178.03,360.0,not_neg,not_int,not_lpsm,1108000.0,sb,pr,home,1U,9240.0,EXP,728,CIB,35-44,not_inst,65.56859206,North,direct,0
108060,132950,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,236500,3.99,0.4987,8188.5,324.0,not_neg,not_int,not_lpsm,298000.0,sb,pr,home,1U,4140.0,EXP,862,CIB,45-54,to_inst,79.36241611,south,direct,0
124900,149790,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,346500,3.75,0.0558,2533.52,360.0,not_neg,not_int,not_lpsm,588000.0,sb,pr,home,1U,6780.0,CIB,586,EXP,45-54,not_inst,58.92857143,North,direct,0
133940,158830,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,476500,3.99,0.3569,1194.98,360.0,neg_amm,not_int,not_lpsm,588000.0,sb,pr,home,1U,6180.0,CRIF,624,CIB,25-34,to_inst,81.03741497,south,direct,0
92961,117851,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,186500,3.875,0.4737,4441.25,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,4260.0,CRIF,557,EXP,65-74,to_inst,50.67934783,North,direct,0
45253,70143,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,486500,4.375,0.0922,0.0,360.0,not_neg,not_int,not_lpsm,528000.0,sb,pr,home,1U,6180.0,CIB,532,CIB,25-34,not_inst,92.14015152,North,direct,0
105722,130612,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,336500,3.375,-0.1701,5861.47,360.0,not_neg,not_int,not_lpsm,708000.0,sb,pr,home,1U,5520.0,EXP,831,CIB,45-54,not_inst,47.52824859,North,direct,0
47932,72822,2019,cf,Male,nopre,type3,p4,l1,nopc,nob/c,466500,2.75,-0.7367,7431.25,360.0,not_neg,not_int,not_lpsm,578000.0,sb,pr,home,1U,,EXP,701,CIB,45-54,to_inst,80.70934256,North,direct,0
83059,107949,2019,cf,Joint,nopre,type2,p4,l1,nopc,b/c,186500,4.125,1.3187,0.0,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,,CRIF,593,EXP,25-34,to_inst,85.55045872,North,direct,0
33597,58487,2019,ncf,Male,nopre,type1,p4,l1,nopc,nob/c,256500,4.25,0.8182,247.05,240.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,4980.0,EXP,560,CIB,25-34,not_inst,66.10824742,south,direct,0
33064,57954,2019,cf,Female,nopre,type1,p1,l1,nopc,nob/c,356500,4.0,-0.0948,0.0,360.0,not_neg,not_int,not_lpsm,448000.0,sb,pr,home,1U,5220.0,CIB,788,CIB,35-44,not_inst,79.57589286,south,direct,0
45355,70245,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,156500,3.125,0.5342,5187.5,180.0,not_neg,not_int,not_lpsm,168000.0,sb,pr,home,1U,5400.0,CIB,775,CIB,55-64,to_inst,93.1547619,south,direct,0
37089,61979,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,3.875,0.235,2031.88,360.0,not_neg,not_int,not_lpsm,568000.0,sb,pr,home,1U,8220.0,CIB,674,CIB,45-54,not_inst,82.13028169,North,direct,0
39838,64728,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,146500,4.875,0.6039,5313.75,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,4680.0,CRIF,608,CIB,35-44,to_inst,82.30337079,North,direct,0
38667,63557,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,386500,4.125,-0.1972,2840.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,sr,home,1U,21720.0,CIB,821,EXP,45-54,not_inst,79.20081967,North,direct,0
127890,152780,2019,cf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,256500,3.75,0.0906,0.0,360.0,not_neg,not_int,not_lpsm,488000.0,sb,pr,home,1U,3600.0,EXP,569,EXP,25-34,to_inst,52.56147541,south,direct,0
74432,99322,2019,cf,Male,nopre,type2,p4,l1,nopc,b/c,546500,3.5,0.8883,0.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,,CIB,522,CIB,25-34,to_inst,97.9390681,North,direct,0
55067,79957,2019,cf,Female,pre,type1,p4,l1,nopc,nob/c,256500,3.625,-0.2097,44.0,360.0,not_neg,not_int,not_lpsm,318000.0,sb,pr,home,1U,5460.0,EXP,565,CIB,65-74,not_inst,80.66037736,North,direct,0
102379,127269,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,466500,3.99,0.5333,5789.6,324.0,not_neg,not_int,not_lpsm,668000.0,sb,pr,home,1U,9960.0,CIB,816,EXP,25-34,to_inst,69.83532934,North,direct,0
94763,119653,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,206500,3.625,0.1153,3860.0,360.0,not_neg,not_int,not_lpsm,308000.0,sb,pr,home,1U,4800.0,CRIF,605,CIB,25-34,to_inst,67.04545455,North,direct,0
42465,67355,2019,cf,Female,nopre,type1,p4,l1,nopc,nob/c,216500,3.75,-0.1557,0.0,180.0,not_neg,not_int,not_lpsm,2258000.0,sb,pr,home,1U,12900.0,CRIF,554,CIB,55-64,not_inst,9.588131089,North,direct,0
143108,167998,2019,ncf,Male,nopre,type1,p3,l1,nopc,nob/c,166500,4.375,0.4668,3352.56,360.0,not_neg,not_int,not_lpsm,338000.0,sb,pr,home,1U,3420.0,CIB,656,CIB,55-64,to_inst,49.26035503,North,direct,0
109793,134683,2019,cf,Sex Not Available,nopre,type1,p3,l1,nopc,nob/c,136500,4.375,0.484,3946.77,360.0,not_neg,int_only,not_lpsm,268000.0,sb,pr,home,1U,1800.0,EXP,682,CIB,65-74,to_inst,50.93283582,south,direct,0
135520,160410,2019,cf,Male,pre,type2,p1,l1,nopc,b/c,166500,4.125,0.5906,432.5,360.0,not_neg,not_int,not_lpsm,188000.0,sb,pr,home,1U,2760.0,CRIF,809,CIB,35-44,not_inst,88.56382979,south,direct,0
86363,111253,2019,cf,Sex Not Available,pre,type1,p4,l1,nopc,nob/c,336500,3.99,0.3446,4321.0,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6600.0,CRIF,620,EXP,25-34,to_inst,82.4754902,south,direct,0
33796,58686,2019,cf,Female,nopre,type2,p2,l1,nopc,b/c,56500,,,,360.0,not_neg,not_int,lpsm,208000.0,sb,pr,home,1U,1080.0,CRIF,713,CIB,25-34,to_inst,27.16346154,North,direct,1
4711,29601,2019,cf,Female,nopre,type2,p3,l1,nopc,b/c,116500,3.375,0.7032,3642.84,360.0,not_neg,not_int,not_lpsm,158000.0,sb,pr,home,1U,3960.0,CRIF,530,CIB,65-74,to_inst,73.73417722,North,direct,0
77505,102395,2019,cf,Male,nopre,type3,p3,l1,nopc,nob/c,396500,3.5,0.4396,16204.78,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,4860.0,EXP,544,EXP,65-74,to_inst,97.18137255,North,direct,0
98849,123739,2019,cf,Sex Not Available,nopre,type3,p4,l1,nopc,nob/c,386500,3.49,-0.2863,0.0,360.0,not_neg,not_int,not_lpsm,388000.0,sb,pr,home,1U,,EXP,559,CIB,55-64,to_inst,99.61340206,south,direct,0
38946,63836,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,516500,,,,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,10020.0,CRIF,737,EXP,35-44,to_inst,86.37123746,North,direct,1
60400,85290,2019,cf,Joint,pre,type1,p1,l1,nopc,nob/c,176500,4.125,0.5116,3000.0,360.0,not_neg,not_int,not_lpsm,278000.0,sb,pr,home,1U,4920.0,CIB,759,EXP,65-74,to_inst,63.48920863,North,direct,0
51610,76500,2019,ncf,Male,pre,type1,p1,l1,nopc,nob/c,326500,3.75,0.0654,6900.0,360.0,not_neg,not_int,not_lpsm,608000.0,sb,ir,home,1U,13200.0,CIB,781,CIB,45-54,not_inst,53.70065789,south,direct,0
20764,45654,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,206500,,,,360.0,not_neg,not_int,not_lpsm,218000.0,sb,pr,home,1U,3840.0,CIB,847,CIB,>74,to_inst,94.72477064,central,direct,1
55353,80243,2019,ncf,Sex Not Available,nopre,type1,p4,l1,nopc,nob/c,376500,3.99,-0.0466,1250.0,360.0,not_neg,not_int,not_lpsm,438000.0,sb,pr,home,1U,7500.0,EXP,593,EXP,25-34,to_inst,85.95890411,south,direct,0
31159,56049,2019,cf,Joint,pre,type1,p3,l1,nopc,nob/c,306500,4.5,0.7928,2000.0,360.0,not_neg,not_int,not_lpsm,598000.0,sb,pr,home,1U,4440.0,CRIF,746,EXP,55-64,to_inst,51.2541806,North,direct,0
6660,31550,2019,cf,Sex Not Available,nopre,type3,p1,l1,nopc,nob/c,396500,,,,360.0,not_neg,not_int,not_lpsm,,sb,pr,home,1U,6660.0,EQUI,861,EXP,35-44,to_inst,,south,direct,1
141607,166497,2019,cf,Joint,nopre,type1,p4,l1,nopc,nob/c,356500,3.99,0.505,1195.0,360.0,not_neg,not_int,not_lpsm,418000.0,sb,pr,home,1U,7320.0,EXP,788,EXP,>74,not_inst,85.28708134,North,direct,0
48176,73066,2019,cf,Joint,nopre,type3,p3,l1,nopc,nob/c,326500,3.75,-0.2186,1635.3,360.0,not_neg,not_int,not_lpsm,368000.0,sb,pr,home,1U,10320.0,CRIF,703,EXP,35-44,to_inst,88.72282609,North,direct,0
63559,88449,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,716500,3.75,0.1497,0.0,360.0,not_neg,not_int,not_lpsm,1188000.0,sb,pr,home,1U,21300.0,CIB,525,CIB,45-54,not_inst,60.31144781,south,direct,0
141864,166754,2019,cf,Male,nopre,type1,p4,l1,nopc,nob/c,406500,3.5,-0.0569,4065.0,360.0,not_neg,not_int,not_lpsm,558000.0,sb,pr,home,1U,9360.0,CRIF,641,CIB,25-34,not_inst,72.84946237,south,direct,0
30553,55443,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,456500,4.0,-0.2982,793.95,360.0,not_neg,not_int,not_lpsm,798000.0,sb,pr,home,1U,7200.0,CRIF,784,CIB,35-44,not_inst,57.20551378,North,direct,0
763,25653,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,726500,4.25,0.692,10372.34,360.0,not_neg,not_int,not_lpsm,1128000.0,sb,pr,home,1U,6300.0,CRIF,505,EXP,65-74,to_inst,64.40602837,North,direct,0
87831,112721,2019,cf,Male,nopre,type1,p1,l1,nopc,nob/c,286500,3.875,0.1911,1392.4,360.0,not_neg,not_int,not_lpsm,408000.0,sb,pr,home,1U,6840.0,CIB,882,CIB,45-54,not_inst,70.22058824,North,direct,0
123067,147957,2019,cf,Sex Not Available,nopre,type2,p4,l1,nopc,b/c,156500,,,,360.0,not_neg,not_int,not_lpsm,178000.0,sb,pr,home,1U,,EXP,624,CIB,45-54,to_inst,87.92134831,south,direct,1
44939,69829,2019,cf,Joint,nopre,type1,p3,l1,nopc,nob/c,406500,3.875,0.1964,5750.0,360.0,not_neg,not_int,not_lpsm,508000.0,sb,pr,home,1U,3600.0,CRIF,523,EXP,45-54,to_inst,80.01968504,south,direct,0
131650,156540,2019,cf,Sex Not Available,nopre,type1,p1,l1,nopc,nob/c,546500,4.25,-0.2282,495.0,360.0,not_neg,not_int,not_lpsm,678000.0,sb,pr,home,1U,21960.0,CIB,554,CIB,45-54,not_inst,80.60471976,south,direct,0
17312,42202,2019,cf,Female,nopre,type2,p4,l1,nopc,b/c,456500,3.125,0.3402,0.0,360.0,not_neg,not_int,not_lpsm,498000.0,sb,pr,home,1U,,EXP,552,CIB,25-34,not_inst,91.66666667,North,direct,0
103291,128181,2019,cf,Male,nopre,type1,p3,l1,nopc,nob/c,316500,,,,360.0,not_neg,int_only,not_lpsm,398000.0,sb,pr,home,1U,1620.0,CRIF,888,EXP,45-54,not_inst,79.52261307,south,direct,1
